LONGITUDE VZ	LATITUDE VZ	GLOBALID	REQUESTTYPE	REQUESTDATE	STREETSEGID	COMMENTS	USERTYPE
-77.03256717	38.93704613	{22867FA8-8FED-42B0-99B7-65E6B706AE6C}	Other Driving Issue	2015-07-03T13:16:35.000Z	9707	"Parked cars on Spring near the intersection cause the roadway to be so narrow that often cars cannot pass through, which blocks the crosswalk on Spring."	Pedestrian
-77.03224367	38.93696749	{2FD5867A-EA9C-4307-AC0A-F6BC79EF6AE9}	Blocking the crosswalk	2015-07-03T13:29:50.000Z	9707	"The roadway is blocked by parked cars that obstruct traffic and so everything gets stuck in the crosswalk, and pedestrians have to slide in between cars to cross Spring"	Pedestrian
-76.99617146	38.89226189	{815CBC80-4C01-4F63-8D5D-14AFC205D817}	Other Walking Issue	2015-07-03T14:56:16.000Z	6472	For pedestrians on 7th trying to cross Massachusetts there is neither a pedestrian signal NOR a traffic signal visible	Pedestrian
-77.00723138	38.87929338	{7A1D6F90-082F-443A-BA93-1003E90EF5BB}	Double parking	2015-07-03T14:58:19.000Z	6001	Cars are always double parked in the bike lane in front of this apartment building. I have never been able to ride in this lane without it being obstructed by cares.	Biker
-77.0175648	38.88203912	{E6A15EAC-D4CC-4F72-BA0A-E44AD16362CF}	Other Biking Issue	2015-07-03T14:59:03.000Z	6650	The construction site keeps leaving unmarked and unpaved metal plates in the bike lane.	Biker
-77.0473355	38.90964569	{10DFA866-0B6C-48D4-97A7-EEC5F7E38F78}	Other Driving Issue	2015-07-03T15:43:24.000Z	6032	Cars for hotel pull into the road or make u-turns without looking. For safety I always ride in the middle or left side of the lane on this block but still frequently almost hit once a week. Most dangerous part of my 7 mile commute!	Biker
-77.0205458	38.97653542	{71F0F675-BBA0-4C56-AE4F-7C899BB07A19}	Red light running	2015-07-03T15:51:26.000Z	6180	Cars run this red light all the time - especially going straight across Blaire. A red light camera would make this intersection safer.	Biker
-76.97625085	38.89891316	{BE8D5DFC-E628-4EA1-B088-52B7ED242E31}	Red light running	2015-07-03T18:46:35.000Z	11300	"Driver of a motorized bike came from between two cars stopped for a red light at W/B Benning Road. The bike was traveling at what seemed like a high rate of speed. It didn't even slow down for the red light, missing me by a couple of feet."	Pedestrian
-77.03895629	38.90253102	{50C5DD08-CFF1-4B42-AAF1-73B74B134184}	Speeding	2015-07-03T22:13:59.000Z	7364	Excessive speeding and red-light running in the area. ZERO enforcement from any law enforcement agency.	Pedestrian
-77.0065445	38.8792918	{0599B3F7-4890-42B7-BDEC-248E3BAD1DEA}	Blocking the bikebox	2015-07-04T12:36:57.000Z	6001	The bikelane on the north side of I Street is permanently blocked by idling cars picking up or dropping people off at the apartment buildings.	Biker
-77.02912312	38.93758184	{A371005A-0E8F-4A83-BF8D-9DFECBBAF700}	Failure to stop for pedestrians	2015-07-04T15:28:46.000Z	10728	"This intersection needs a four way stop sign. Cars on Quincy often do not see pedestrians when trying to cross Kansas, because they are looking for traffic on Kansas."	Pedestrian
-77.03454759	38.91409992	{C6C21265-318E-445E-A7B6-7670BD7AB02F}	Red light running	2015-07-04T15:37:08.000Z	1371	Cars often make a left on the red signal from 15th onto S St.	Biker
-77.03457614	38.90421574	{2C760893-E2CB-4E70-9DE8-60A6CB00C14E}	Other Biking Issue	2015-07-04T15:42:58.000Z	5270	Tour buses routinely stop here and load/unload.  Tourists are unaware of the bicycle lanes and just hop off the bus right in front of bicyclists.  It is incredibly dangerous for everyone.	Biker
-77.03453463	38.91693875	{26559568-EDA2-4F5A-AA1F-290BC954F265}	Cyclist behavior	2015-07-04T15:44:50.000Z	10024	"Bicyclists routinely ""run"" the red light when cars on 15th want to turn left onto U street.  I recommend installing a bicycle traffic light on this intersection as many bicyclists don't know the pedestrian signal is their traffic light. (some do tho)"	Biker
-77.03242486	38.92656689	{34730313-E5E0-4C14-9E9C-8A9DB4FAC10A}	Blocking the crosswalk	2015-07-04T15:48:06.000Z	3720	"PM Rush Hour cars routinely block the crosswalk and even the entire intersection going North on 15th.  This makes it difficult for cars to cross Harvard, bikes to go anywhere, and pedestrians to cross."	Biker
-77.03242486	38.92656689	{E5FA0253-DCD1-4331-AB00-3F376A7550B3}	Other Biking Issue	2015-07-04T15:49:26.000Z	3720	"It is incredibly hard to turn left onto 15th from Harvard and not bicycle on the sidewalk due to the lack of space, parked cars, and no bicycle lane."	Biker
-76.9961724	38.89243211	{92170B0C-85B7-428E-B8DC-5CB674B203C4}	Poor visibility	2015-07-04T22:53:55.000Z	6472	Pedestrians on 7th have neither a pedestrian signal nor a traffic signal they can see to cross Massachusetts.  There is a traffic light on Massachusetts only drivers can see	Pedestrian
-76.9614911	38.86176686	{ABA90E49-4726-46F5-8818-17FFEA9E813C}	Failure to stop for pedestrians	2015-07-05T21:51:24.000Z	1432	"Road is 2 lanes each way, clearly marked. Cars accelerate to reach light 2 blocks East at Branch Ave., creating additional hazards. Neighborhood has many children and families, as well as daycare providers and DCDPR community centers nearby! Fix it!"	Pedestrian
-77.02909946	38.93761366	{FBB10904-F905-4038-92E0-A1B755126C83}	Failure to stop for pedestrians	2015-07-05T22:31:44.000Z	10728	This intersection has been a problem for at least a decade. We have been reporting accidents here for the last 10 years. At the  least there needs to be a stop sign.	Pedestrian
-77.02871704	38.93812883	{8C056DB6-085E-42FF-AD38-94DC55347741}	Speeding	2015-07-05T22:33:03.000Z	11022	Cars frequently speed along this stretch of Kansas Ave as they are trying to make the light at Kansas and 13th Street.	Pedestrian
-77.02568479	38.94187691	{8730C8A9-6EB1-40C2-A20C-AC4052AB7EAA}	Not enough time to cross	2015-07-05T22:54:58.000Z	2120	"This intersection has poor timing Upshur Auto and foot  traffic can not cross KS and GA avenues, as the lights are poorly synched.  Upshur, GA and KS need their due time to make this a flowin intersection."	Car Driver
-76.98550918	38.88058491	{66B32A6C-1E7E-448D-AFB6-CC4DBD5ADC71}	Other Walking Issue	2015-07-06T10:01:32.000Z	13030	Awkward street crossing and lighting; many accidentally run red lights here and put pedestrians at risk	Pedestrian
-76.99616576	38.90528656	{E582D2B3-A47D-4CEF-A81C-D2C239346886}	Accessibility Issue	2015-07-06T10:02:37.000Z	13176	"Entire sidewalk along south side of Florida is very small, dangerous, does not have a shoulder for the road, and is inaccessible to many"	Pedestrian
-76.99492156	38.90472911	{97139546-8A9F-4581-9232-61BDD4946A68}	Long wait to cross	2015-07-06T10:03:20.000Z	3866	"Only one side is crossable, not both sides. Also, a long and unsafe-feeling wait"	Pedestrian
-76.99024248	38.90020861	{A91B02E9-5150-477A-8B0F-2329931FFB62}	Red light running	2015-07-06T10:03:56.000Z	2224	Many rush to beat red lights here putting pedestrians at risk	Pedestrian
-76.98831212	38.90130376	{9D6726F2-FE3B-4FAA-9495-BCFB4D452D76}	Failure to stop for pedestrians	2015-07-06T10:04:25.000Z	12978	No stop sign here	Pedestrian
-77.03847874	38.91484522	{712C86B5-85AD-426E-9D97-F73ED3C534D2}	Jaywalking	2015-07-06T11:36:30.000Z	6451	Pedestrians crossing Swann on the east side of 17th regularly disregard the walk signal.  This is particularly hazardous with regard to traffic making a right into eastbound Swann from northbound New Hampshire .  Reminder plaque for peds needed.	Car Driver
-77.04367597	38.92118729	{0C06A25C-4F91-4C8C-97D5-93E21E8B507A}	Failure to stop for pedestrians	2015-07-06T12:20:09.000Z	5050	Crosswalk not observed by drivers. Requires repainting and better signage not obscured by large trees as current signs are. I was hit while in crosswalk on 4/15/2015 requiring emergency room care.	Pedestrian
-77.04205908	38.92070519	{E8E68534-21AE-4007-8470-9523DE39F9DC}	Failure to stop for pedestrians	2015-07-06T12:24:29.000Z	11932	Drivers often fail to stop at the twin crossings flanking Belmont	Pedestrian
-76.99266738	38.910977	{495A527C-4236-4A02-B9CB-F6E695AF8C22}	Poor visibility	2015-07-06T12:56:58.000Z	13649	Low visibility exiting from Gallaudet due to Kipp construction workers and school staff parking on the road right up to the Gallaudet entrance.  Making a left turn is difficult due to speeding cars going up north on Brentwood Parkway.	Car Driver
-77.03364665	38.89791397	{2AA24BCA-2241-40D6-A56E-2E6113AE63DD}	Failure to stop for pedestrians	2015-07-02T21:11:47.000Z	3030	"Many cyclists and segway riders fail to stop for the red light and fail to give right of way to pedestrians at the signals along here, especially at G and F streets."	Pedestrian
-77.04168816	38.90725443	{45CEF1B5-1C9C-4A00-AC0F-B0F3A41237BA}	Long wait to cross	2015-07-02T21:14:53.000Z	3109	"Pedestrians crossing 18th Street at N have a 6 second ""walk"" signal followed by 92 seconds of waiting for another ""walk"" signal to come around."	Pedestrian
-77.04168295	38.90758156	{A8560336-ADFC-4C99-902D-58326E5242F2}	Blocking the crosswalk	2015-07-02T21:17:01.000Z	3004	"Drivers trying to turn right onto N obstruct the crosswalk during and after the very short ped ""walk"" signal."	Pedestrian
-77.01673674	38.9126126	{B1D50557-88BF-40D7-8BE7-5E081D489037}	Other Walking Issue	2015-07-02T22:03:30.000Z	5563	bricks missing from sidewalk and/or sunken into ground.	Pedestrian
-77.03736748	38.99154499	{91AAEA19-EAA3-4ECE-A456-B463ADEAD348}	Accessibility Issue	2015-07-02T22:23:15.000Z	269	"The sidewalk on the south side of North Portal Drive is not up to code. There are utility poles in the middle of the sidewalk, interfering brush, and no curb cuts. This is on NPS land, but needs to be brought up to current standards."	Pedestrian
-77.02396911	38.91162285	{F2AE84CF-10DB-4E22-B3D3-0ACF43379460}	Failure to stop for pedestrians	2015-07-02T23:16:40.000Z	815	Cars turning onto 9th from Rhode Island frequently fail to yield to pedestrians. It is very very dangerous to cross the street there.	Pedestrian
-77.01434269	38.91557629	{3C402CF8-67D7-4B6E-9100-7E835DC6A80A}	Failure to stop for pedestrians	2015-07-02T23:19:38.000Z	1440	"Cars frequently speed down 2nd street and fail to yield to pedestrians, especially at the crosswalk at T St."	Pedestrian
-77.01429692	38.91520487	{C3E88188-1C08-4054-B749-25CB120BDE5D}	Speeding	2015-07-02T23:20:08.000Z	1440	Cars frequently speed down 2nd street which creates safety issues for pedestrians.	Car Driver
-76.99100906	38.90020817	{E467ED41-517E-4081-B560-D3F0F40E1C94}	Speeding	2015-07-03T00:16:02.000Z	10098		Pedestrian
-77.0005813	38.88986425	{7A21CE15-5356-43E5-B3A2-A68AD6F76F8A}	Cyclist behavior	2015-07-03T00:18:30.000Z	5906	"Cyclists run this light constantly. It's because in the morning when the light at fifth street turns green, the light at 4th St turns red, so cars and bikes have to wait at two consecutive lights. I've seen a number of close calls here."	Biker
-77.04510392	38.89210883	{EC95312C-0F09-4C04-AFD8-7EF08D1B613D}	Speeding	2015-07-03T00:18:57.000Z	11288		Biker
-77.0597099	38.9290213	{F8176806-6C61-4CB7-9BAC-A2B66426A3E1}	Poor visibility	2015-07-03T00:30:28.000Z	12122	"coming through alley, visibility to turn either way onto Cathedral Ave is impossible due to cars parked on Cathedral Ave close to alley, until you pull out far enough to block traffic/be hit"	Car Driver
-76.99781146	38.89734286	{032F0215-92F4-4291-BA94-7E81EA623F00}	Accessibility Issue	2015-07-03T00:55:43.000Z	8967	Residents along the south side of the street store trash and recycling bins on the sidewalk all the time. This blocks the sidewalk.	Pedestrian
-76.99375817	38.89475788	{3CE70B40-3343-40F6-904B-16B21C76EE21}	Other Walking Issue	2015-07-03T00:56:54.000Z	5455	No pedestrian crosswalk across D St on the north side of this intersection.	Pedestrian
-76.99691865	38.89464183	{956FD085-9A94-4A26-9D2B-2DDE1977922E}	Failure to stop for pedestrians	2015-07-03T00:58:27.000Z	11458		Pedestrian
-77.03945054	38.90005163	{401D251B-06F0-44A3-ACFE-8C17F06F47F3}	Other Biking Issue	2015-07-04T15:53:26.000Z	9179	"When the secret service closes Pennsylvania Ave, 17th is a challenging street to bicycle on, especially due to the two right turn lanes and the bus stop."	Biker
-77.00909674	38.90021608	{5EE781C0-6C74-4F10-8324-ED872B5D2500}	Failure to stop for pedestrians	2015-07-04T19:11:25.000Z	3950	Multiple drivers take right turns too quickly and/or swerve around stopped Metrobuses to make right turns from center lanes.	Pedestrian
-77.05016341	38.89029013	{8F5140C9-BF28-485E-92D4-BF57159919C3}	Failure to stop for pedestrians	2015-07-04T20:08:44.000Z	11189	Car drivers frequently run the red left arrow (when turning on to 23rd St. traveling north) or turn right (leaving 23rd St. traveling south) regardless of whether pedestrians are present or whether they have the right of way.	Pedestrian
-77.02998162	38.91261535	{396E9FC4-5B1B-4183-B0CC-3BF87A45FB87}	Other Biking Issue	2015-07-05T01:36:37.000Z	9471	Sections of R Street were paved over 3 months ago and the bike lanes have yet to be re-striped. It's a wild west out there.	Biker
-76.95730408	38.9171169	{0C286766-FA5E-49AA-85AE-EA0FA2A58FAE}	Other Driving Issue	2015-07-06T12:59:58.000Z	10752	Abandoned white van left parked on NY Ave for a week - its parked on the shoulder where the curve runs to the right blindly - very dangerous	Car Driver
-76.97779256	38.91718435	{1B033F4D-99D2-4639-AABA-D2EADE328102}	Red light running	2015-07-06T13:02:29.000Z	11567	Cars from West Virginia and Montana Ave usually run the red light and blocks the NY ave by making right turn into NY East bound past the triangle area.	Car Driver
-76.99831023	38.91104293	{875C9575-F7F5-4899-88E5-E71151CA6DBF}	Other Driving Issue	2015-07-06T13:04:19.000Z	7795	It takes too long before the red light will change to let Penn St drivers make left turn into NY Ave Westbound.  and the Green signal is too short which allows only 3-4 cars at a time.	Car Driver
-77.02704122	38.92476219	{4C38F2EC-F731-4E1C-A02C-E8B1F7A0F483}	Stop sign running	2015-07-06T13:12:53.000Z	4730	Drivers frequently fail to stop at this intersection--mostly the ones traveling north and south on 11th Street.	Pedestrian
-77.02704122	38.92476219	{5F743D1E-6390-420D-9EC3-710AE567DAE5}	Stop sign running	2015-07-06T13:16:12.000Z	4730	"Drivers frequently fail to stop at this intersection. Despite the four-way stop, drivers traveling north and south on 11th Street often go right through the intersection without stopping."	Pedestrian
-77.03201278	38.92243542	{FE4399D5-C968-4FCA-9646-F9020D91DA8E}	Blocking the crosswalk	2015-07-06T13:42:27.000Z	11184	"Cars regularly park in the Clifton Street crosswalk, especially on the southbound side of 14th.  This makes it dangerous for pedestrians who squeeze inbetween parked cars, and dangerous for bicyclists/cars who don't see them clearly."	Biker
-77.03185175	38.92084819	{6DD44402-BE4C-45DB-8189-58CAA97B509C}	Double parking	2015-07-06T13:44:15.000Z	5942	Large delivery trucks routinely double park in the southbound lane of 14th in the morning (around 8 AM).  This pushes both cars and bicyclists into 1 lane.	Biker
-77.03749935	38.92217315	{8F481246-77AA-4704-AAEA-3ABE6E925DE1}	Accessibility Issue	2015-07-06T13:45:19.000Z	415	"There is a large (12""+) hole in the sidewalk. Instead of fixing the hole, it has been covered with large pieces of wood, large blocks/rocks, and cones. It poses a safety hazard AND is not accessible for a wheelchair anymore. (not wide enough)"	Pedestrian
-77.03649016	38.92274003	{5F6AE23A-9800-4C96-8946-A6081D87D029}	Failure to stop for pedestrians	2015-07-06T13:46:52.000Z	6363	"I have witness 3 near-misses (less than a foot clearance) in the past 10 months because cars frequently do not stop for pedestrians in these crosswalks. I see at least 2-3 times a week, cars fly by while pedestrians try to cross."	Pedestrian
